step,queue,avg_wait_time,co2_kg,ambulance_time,firetruck_time
3563,22,1.25,0.1142,,
3564,27,1.19,0.1038,,
3565,25,1.32,0.1406,,
3566,24,1.48,0.1535,,
3567,24,1.63,0.1125,,
3568,26,1.69,0.1308,,
3569,25,1.92,0.1279,,
3570,22,2.15,0.1233,,
3571,25,2.44,0.1343,,
3572,24,2.69,0.1251,,
3573,23,3.07,0.0946,,
3574,24,3.49,0.0829,,
3575,24,3.87,0.0842,,
3576,26,3.8,0.0603,,
3577,26,4.2,0.0561,,
3578,24,4.78,0.0493,,
3579,24,5.22,0.0636,,
3580,23,5.58,0.0601,,
3581,23,5.97,0.0835,,
3582,22,6.39,0.0968,,
3583,23,7.24,0.0899,,
3584,24,7.16,0.0961,,
3585,24,7.89,0.1054,,
3586,24,8.42,0.0744,,
3587,24,9.47,0.0879,,
3588,25,8.45,0.0866,,28
3589,23,8.84,0.0903,,
3590,23,9.31,0.0845,,
3591,24,10.13,0.0869,,
3592,25,9.49,0.0779,,
3593,24,10.03,0.0778,,
3594,24,10.88,0.079,,
3595,24,11.44,0.0579,,
3596,25,12.36,0.0648,,
3597,25,12.94,0.0749,,
3598,25,13.94,0.0721,,
3599,26,14.59,0.0704,,
3600,32,5.23,0.0862,,
3601,32,2.91,0.0833,,
3602,28,1.4,0.0751,,
3603,28,0.86,0.091,,
3604,31,1.05,0.0799,,
3605,27,1.25,0.0936,,
3606,27,1.43,0.1167,,
3607,30,1.6,0.1062,,
3608,28,1.61,0.1325,,
3609,28,1.77,0.1499,,
3610,25,1.91,0.1275,,
3611,24,2.11,0.1315,,
3612,25,2.36,0.1038,,
3613,21,2.63,0.0984,,
3614,21,3.05,0.0989,,
3615,22,3.27,0.115,,
3616,22,3.52,0.0901,,
3617,22,3.85,0.0884,,
3618,22,4.42,0.0904,,
3619,21,5.08,0.0921,,
3620,22,5.69,0.0885,,
3621,21,6.55,0.1013,,
3622,22,7.52,0.0898,,
3623,22,8.33,0.0952,,
3624,24,8.09,0.0795,,
3625,24,8.88,0.0752,,
3626,24,9.44,0.0505,,
3627,23,10.03,0.0566,,
3628,23,10.97,0.0487,,
3629,23,12.38,0.0488,,
3630,23,13.03,0.0501,,
3631,24,14.21,0.0589,,
3632,26,13.06,0.0645,,
3633,24,11.75,0.0657,,
3634,24,11.25,0.0608,,
3635,25,11.81,0.055,,
3636,29,10.42,0.0596,,
3637,27,10.92,0.0727,,
3638,27,11.42,0.0898,,
3639,29,11.92,0.0962,,
3640,32,11.02,0.1086,,
3641,32,11.51,0.1194,,
3642,32,12.0,0.1208,,
3643,34,12.51,0.1333,,
3644,35,13.02,0.1175,,
3645,35,6.16,0.1033,,
3646,35,3.56,0.0839,,
3647,32,1.55,0.0814,,
3648,34,0.61,0.0895,,
3649,34,0.74,0.0777,,
3650,30,0.93,0.0848,,
3651,31,1.11,0.0874,,
3652,31,1.34,0.0817,,
3653,27,1.57,0.1307,,
3654,27,1.82,0.1645,,
3655,28,2.11,0.1504,,
3656,27,2.23,0.1759,,
3657,27,2.54,0.1635,,
3658,24,2.85,0.1605,,
3659,23,3.17,0.1099,,
3660,23,3.48,0.1104,,
3661,22,3.96,0.0811,,
3662,21,4.58,0.1089,,
3663,20,5.33,0.1058,,
3664,22,5.59,0.0779,,
3665,22,6.12,0.0885,,
3666,22,6.89,0.0739,,
3667,22,7.75,0.0688,,
3668,23,8.46,0.0636,,
3669,23,9.78,0.0575,,
3670,22,10.0,0.059,,
3671,23,10.84,0.0592,,
3672,28,8.69,0.0732,,
3673,27,8.97,0.101,,
3674,27,9.18,0.0901,24,
3675,28,9.62,0.0922,,
3676,30,9.8,0.1029,,
3677,30,10.76,0.1014,,
3678,29,10.37,0.1192,,
3679,29,10.11,0.1174,,
3680,32,9.52,0.1165,,
3681,32,9.93,0.104,,
3682,31,10.38,0.0994,,
3683,32,11.1,0.0655,,
3684,33,11.85,0.0697,,
3685,33,12.67,0.0721,,
3686,32,13.18,0.0778,,
3687,32,13.79,0.0804,,
3688,34,13.07,0.0771,,
3689,34,13.67,0.0684,,
3690,34,7.12,0.0833,,
3691,35,3.88,0.0737,,
3692,31,1.98,0.0713,,
3693,31,1.34,0.0754,,
3694,30,1.32,0.065,,
3695,30,1.35,0.0645,,
3696,32,1.43,0.0815,,
3697,30,1.76,0.0754,,
3698,28,1.98,0.1292,,
3699,27,2.24,0.1202,,
3700,28,2.44,0.131,,
3701,25,2.72,0.1343,,
3702,24,3.07,0.1372,,
3703,24,3.52,0.1323,,
3704,23,3.56,0.0886,,
3705,23,3.95,0.1324,,
3706,22,4.47,0.0925,,
3707,20,5.05,0.1003,,
3708,24,4.48,0.0956,,
3709,23,5.0,0.1134,,
3710,23,5.32,0.1274,,
3711,24,5.9,0.1211,,
3712,28,6.09,0.1342,,
3713,28,6.73,0.1621,,
3714,28,7.66,0.1138,,
3715,30,8.08,0.0954,,
3716,29,8.5,0.089,,
3717,29,9.16,0.072,,
3718,29,9.89,0.0714,,
3719,30,10.97,0.0605,,
3720,31,10.54,0.0595,,
3721,31,11.0,0.0626,,
3722,30,11.49,0.0539,,
3723,29,12.05,0.0474,,
3724,29,12.92,0.055,,
3725,29,13.94,0.0597,,
3726,29,13.63,0.0687,,
3727,28,12.43,0.0717,,
3728,30,10.82,0.0824,,
3729,30,11.18,0.0799,,
3730,29,11.43,0.0653,,
3731,28,11.95,0.0658,,
3732,29,13.13,0.0748,,
3733,29,13.71,0.0777,,
3734,29,14.32,0.0854,,
3735,30,8.89,0.0904,,
3736,32,4.49,0.0953,,
3737,29,2.17,0.0922,,
3738,29,1.15,0.0982,,
3739,30,1.41,0.0852,,
3740,27,0.9,0.0875,,
3741,27,1.1,0.1069,,
3742,27,1.34,0.1067,,
3743,24,1.48,0.1248,,
3744,30,1.27,0.1624,,
3745,27,1.46,0.152,,
3746,27,1.62,0.1663,,
3747,27,1.82,0.1352,,
3748,28,1.98,0.1476,,
3749,27,2.16,0.1417,,
3750,24,2.4,0.1565,,
3751,27,2.65,0.1185,,
3752,27,2.62,0.1221,,
3753,27,2.94,0.1097,,
3754,26,3.28,0.1014,,
3755,25,3.58,0.0969,,
3756,25,3.98,0.0854,,
3757,25,4.41,0.1125,,
3758,23,4.78,0.1054,,
3759,24,5.18,0.0915,,
3760,25,5.14,0.0762,,
3761,25,6.11,0.0794,,21
3762,24,6.89,0.0766,,
3763,24,7.57,0.0687,,
3764,25,8.29,0.074,,
3765,24,9.41,0.0705,,
3766,23,10.0,0.07,,
3767,23,10.03,0.076,,
3768,25,9.62,0.079,,
3769,24,9.21,0.0893,,
3770,24,9.61,0.0796,,
3771,23,10.09,0.0862,,
3772,24,10.58,0.054,,
3773,23,11.09,0.0556,,
3774,23,11.97,0.065,,
3775,24,12.53,0.0665,,
3776,26,12.0,0.0761,,
3777,26,12.94,0.07,,
3778,26,13.56,0.0642,,
3779,26,14.61,0.0636,,
3780,31,5.63,0.0735,,
3781,31,2.39,0.0848,,
3782,27,0.74,0.0859,,
3783,29,0.41,0.0896,,
3784,32,0.49,0.0824,,
3785,28,0.6,0.1042,,
3786,28,0.76,0.1179,,
3787,30,0.95,0.0947,,
3788,27,1.14,0.1326,,
3789,27,1.33,0.1263,,
3790,25,1.52,0.1097,,
3791,24,1.71,0.1214,,
3792,26,1.82,0.124,,
3793,24,2.05,0.1094,,
3794,23,2.29,0.0884,,
3795,23,2.65,0.0929,,
3796,21,3.0,0.0991,,
3797,21,3.56,0.0746,,
3798,22,4.06,0.0925,,
3799,22,4.76,0.084,,
3800,24,4.81,0.1062,,
3801,24,5.4,0.0979,,
3802,23,6.24,0.0818,,
3803,24,6.76,0.0921,,
3804,23,7.3,0.0466,,
3805,23,8.63,0.0555,,
3806,23,9.55,0.0505,,
3807,24,10.54,0.0547,,
3808,26,9.78,0.0702,,
3809,26,10.34,0.0622,,
3810,26,11.29,0.0473,,
3811,26,12.33,0.055,,
3812,25,13.0,0.0562,,
3813,25,13.67,0.0671,,
3814,25,15.36,0.0501,,
3815,25,13.71,0.0534,,
3816,29,9.0,0.0684,,
3817,29,8.32,0.082,,
3818,29,8.71,0.068,,
3819,28,8.65,0.0719,,
3820,31,9.05,0.0881,,
3821,31,9.45,0.1002,,
3822,29,9.88,0.105,,
3823,30,10.3,0.1257,,
3824,33,10.02,0.1243,,
3825,33,4.95,0.116,,
3826,34,2.53,0.1096,,
3827,30,0.79,0.0988,,
3828,31,0.33,0.0958,,
3829,31,0.45,0.0782,,
3830,27,0.58,0.0972,,
3831,28,0.76,0.1151,,
3832,29,0.87,0.1285,,
3833,27,1.07,0.121,,
3834,27,1.3,0.1057,,
3835,25,1.58,0.0877,,
3836,24,1.84,0.1008,,
3837,23,2.14,0.101,,
3838,22,2.43,0.0973,,
3839,21,2.88,0.095,,
3840,22,2.91,0.095,,
3841,21,3.28,0.0835,,
3842,21,3.78,0.0696,,
3843,21,4.22,0.0811,,
3844,21,4.82,0.077,,
3845,20,5.18,0.0868,,
3846,20,5.86,0.0951,,
3847,20,6.65,0.081,,
3848,22,6.54,0.1029,,
3849,22,7.37,0.1003,,
3850,22,7.83,0.0764,,
3851,22,9.06,0.0692,,
3852,26,8.05,0.075,,
3853,26,8.7,0.0949,,
3854,25,9.39,0.0908,24,
3855,26,9.37,0.0939,,
3856,29,8.33,0.1073,,
3857,29,8.97,0.1133,,
3858,29,8.78,0.1047,,
3859,29,8.51,0.1124,,
3860,30,8.89,0.1039,,
3861,30,9.27,0.0992,,
3862,29,9.65,0.1051,,
3863,30,10.05,0.0895,,
3864,32,9.95,0.0795,,
3865,32,10.38,0.0654,,
3866,31,10.85,0.088,,
3867,31,11.33,0.0636,,
3868,31,12.18,0.0616,,
3869,31,12.79,0.0704,,
3870,32,6.66,0.0717,,
3871,32,3.58,0.0652,,
3872,30,1.48,0.0701,,
3873,30,1.15,0.0669,,
3874,30,1.25,0.0655,,
3875,26,1.28,0.0689,,
3876,27,1.56,0.0924,,
3877,26,1.89,0.0864,,
3878,23,2.18,0.0897,,
3879,24,2.54,0.0846,,
3880,23,2.5,0.0735,,
3881,22,2.76,0.1031,,
3882,22,3.02,0.0839,,
3883,19,3.56,0.0857,,
3884,19,4.0,0.0741,,
3885,18,4.34,0.0853,,
3886,17,4.81,0.0916,,
3887,18,5.46,0.1074,,
3888,22,4.74,0.1138,,
3889,22,5.29,0.1239,,
3890,22,5.92,0.1026,,
3891,23,6.12,0.1091,,
3892,25,7.03,0.1035,,
3893,25,7.43,0.0888,,
3894,25,8.29,0.0857,,
3895,28,8.97,0.0901,,
3896,30,8.45,0.1205,,
3897,30,9.36,0.0907,,
3898,29,9.81,0.0846,,
3899,29,10.54,0.0707,,
3900,29,11.35,0.0522,,
3901,29,11.85,0.0631,,
3902,29,12.35,0.0519,,
3903,29,12.88,0.0789,,
3904,30,11.49,0.0642,,
3905,28,10.32,0.0709,,
3906,28,10.03,0.0651,,
3907,28,10.46,0.0642,,
3908,28,11.28,0.0628,,
3909,27,12.14,0.0685,,
3910,27,12.36,0.0827,,
3911,27,12.94,0.0811,,
3912,28,12.2,0.0903,,
3913,28,12.75,0.0945,,
3914,28,13.32,0.0886,,
3915,28,7.4,0.082,,
3916,29,4.11,0.0828,,
3917,25,1.95,0.0875,,
3918,25,0.84,0.1003,,
3919,26,0.89,0.0875,,
3920,25,0.76,0.1059,,
3921,25,0.88,0.1163,,
3922,23,1.05,0.0978,,
3923,22,1.2,0.1527,,
3924,27,1.15,0.1158,,
3925,25,1.28,0.146,,
3926,24,1.49,0.1411,,
3927,24,1.64,0.1511,,
3928,25,1.69,0.1456,,
3929,24,1.96,0.1323,,
3930,22,2.15,0.1108,,
3931,24,2.44,0.1231,,
3932,24,2.64,0.1373,,
3933,23,2.98,0.0823,,
3934,22,3.26,0.0738,,
3935,22,3.87,0.0762,,
3936,24,3.83,0.0955,,
3937,24,4.17,0.081,,
3938,23,4.59,0.0631,,
3939,24,4.95,0.0587,,
3940,23,5.31,0.0682,,
3941,23,6.34,0.0734,,21
3942,22,7.18,0.0783,,
3943,23,7.94,0.0857,,
3944,25,7.97,0.0884,,
3945,24,8.79,0.0789,,
3946,24,9.66,0.0641,,
3947,24,10.58,0.07,,
3948,24,9.19,0.0699,,
3949,23,9.35,0.0781,,
3950,23,9.87,0.078,,
3951,24,10.73,0.0701,,
3952,24,10.0,0.0833,,
3953,24,10.53,0.0844,,
3954,24,11.09,0.0676,,
3955,25,11.65,0.0571,,
3956,25,12.58,0.0629,,
3957,25,13.18,0.0809,,
3958,25,14.25,0.0731,,
3959,25,14.91,0.0734,,
3960,32,5.34,0.0766,,
3961,32,3.09,0.0794,,
3962,28,1.48,0.0799,,
3963,30,0.88,0.084,,
3964,30,1.05,0.0822,,
3965,27,1.21,0.0936,,
3966,27,1.45,0.1179,,
3967,30,1.62,0.1095,,
3968,28,1.64,0.1419,,
3969,28,1.82,0.1223,,
3970,25,1.96,0.094,,
3971,24,2.13,0.1281,,
3972,25,2.42,0.1065,,
3973,21,2.63,0.1062,,
3974,21,2.9,0.1148,,
3975,22,3.3,0.0863,,
3976,22,3.49,0.1079,,
3977,22,3.95,0.0958,,
3978,22,4.55,0.0981,,
3979,22,5.22,0.0868,,
3980,21,5.8,0.0859,,
3981,21,7.06,0.0886,,
3982,21,7.61,0.1055,,
3983,22,8.72,0.0953,,
3984,24,8.44,0.0703,,
3985,24,8.97,0.0824,,
3986,24,9.53,0.0572,,
3987,23,10.42,0.05,,
3988,23,11.03,0.0473,,
3989,23,12.89,0.0487,,
3990,22,12.57,0.0552,,
3991,23,12.71,0.0552,,
3992,25,11.69,0.0635,,
3993,25,11.31,0.0629,,
3994,23,11.31,0.0525,,
3995,23,11.88,0.0558,,
3996,28,10.47,0.0631,,
3997,28,10.97,0.0759,,
3998,27,11.5,0.0882,,
3999,29,12.03,0.0985,,
4000,32,11.09,0.1073,,
4001,32,11.56,0.1089,,
4002,32,12.05,0.1324,,
4003,34,12.56,0.124,,
4004,35,13.38,0.1191,,
4005,35,6.26,0.1024,,
4006,35,3.6,0.0756,,
4007,32,1.56,0.0842,,
4008,34,0.69,0.0885,,
4009,34,0.8,0.0665,,
4010,31,0.93,0.0781,,
4011,31,1.13,0.1024,,
4012,32,1.33,0.1163,,
4013,28,1.56,0.1356,,
4014,28,1.82,0.1489,,
4015,27,2.09,0.1514,,
4016,27,2.21,0.17,,
4017,27,2.52,0.134,,
4018,23,2.83,0.1178,,
4019,23,3.15,0.1044,,
4020,24,3.61,0.1084,,
4021,22,4.02,0.1165,,
4022,21,4.6,0.0904,,
4023,22,5.4,0.0965,,
4024,23,5.71,0.0912,,
4025,23,6.46,0.0852,,
4026,23,7.11,0.081,,
4027,23,7.78,0.0702,,
4028,24,8.74,0.0648,,
4029,23,9.53,0.0707,,
4030,23,10.09,0.065,,
4031,23,11.68,0.0761,,
4032,28,9.53,0.0665,,
4033,28,10.03,0.0843,,
4034,28,10.53,0.0888,,
4035,29,11.03,0.0876,,
4036,31,11.53,0.1014,,
4037,31,12.33,0.1057,,
4038,30,12.03,0.1242,,
4039,32,11.1,0.1101,,
4040,34,9.93,0.1281,,
4041,34,10.6,0.1235,,
4042,33,11.32,0.1028,,
4043,32,11.78,0.0606,,
4044,33,12.24,0.0637,,
4045,33,12.73,0.0641,,
4046,32,13.24,0.0775,,
4047,33,13.83,0.08,,
4048,34,13.2,0.0816,,
4049,34,14.14,0.0941,,
4050,34,7.61,0.0864,,
4051,33,4.02,0.0766,,
4052,31,1.83,0.0842,,
4053,31,1.12,0.081,,
4054,32,1.05,0.0627,,
4055,30,1.25,0.0634,,
4056,32,1.34,0.094,,
4057,29,1.6,0.0819,,
4058,28,1.9,0.0985,,
4059,28,2.17,0.1134,,
4060,27,2.4,0.1107,,
4061,26,2.67,0.1451,,
4062,24,3.02,0.1305,,
4063,23,3.56,0.1454,,
4064,24,3.51,0.1244,,
4065,22,3.79,0.1197,,
4066,22,4.29,0.1037,,
4067,20,4.75,0.1077,,
4068,23,4.43,0.1004,,
4069,23,4.2,0.1355,,
4070,23,4.67,0.1349,,
4071,24,5.2,0.13,,
4072,27,5.0,0.141,,
4073,27,5.51,0.1634,,
4074,26,6.1,0.1228,,
4075,27,6.92,0.0883,,
4076,28,7.29,0.1121,,
4077,28,8.11,0.0699,,
4078,28,8.53,0.0733,,
4079,29,9.5,0.052,69,
4080,30,9.16,0.0629,,
4081,29,9.89,0.0524,,
4082,29,10.39,0.0556,,
4083,28,10.31,0.0563,,
4084,28,10.32,0.0597,,
4085,28,10.82,0.0642,,
4086,27,10.41,0.0634,,
4087,27,10.65,0.0687,,
4088,29,9.92,0.0789,,
4089,29,10.42,0.0753,,
4090,27,10.69,0.0663,,
4091,27,11.23,0.0829,,
4092,28,12.41,0.0759,,
4093,28,13.0,0.0781,,
4094,28,13.65,0.0948,,
4095,29,8.06,0.0969,,
4096,31,3.92,0.0913,,
4097,28,1.95,0.0955,,
4098,28,1.05,0.0839,,
4099,28,1.28,0.0769,,
4100,27,1.1,0.0796,,
4101,27,1.36,0.1067,,
4102,25,1.44,0.0885,,
4103,24,1.63,0.1421,,
4104,30,1.41,0.1544,,
4105,29,1.6,0.1549,,
4106,27,1.81,0.1469,,
4107,26,2.0,0.1596,,
4108,26,2.15,0.1223,,
4109,26,2.33,0.1247,,
4110,26,2.57,0.117,,
4111,25,2.68,0.1496,,
4112,28,2.8,0.1355,,
4113,28,3.29,0.0965,,
4114,26,3.53,0.1122,,
4115,25,3.95,0.0958,,
4116,26,4.41,0.0728,,
4117,25,4.83,0.0855,,
4118,25,5.28,0.1138,,
4119,25,5.79,0.0834,,
4120,26,5.9,0.0751,,
4121,26,6.49,0.0742,,
4122,26,7.32,0.0672,,
4123,25,8.06,0.0671,,
4124,26,8.61,0.0672,,
4125,25,9.17,0.0795,,
4126,25,10.29,0.0796,,
4127,25,11.09,0.0862,,
4128,27,9.86,0.0909,,
4129,25,9.63,0.0897,,
4130,25,10.18,0.0919,,
4131,25,10.68,0.0839,,
4132,26,11.18,0.0548,,
4133,24,12.03,0.0541,,
4134,24,12.58,0.0629,,
4135,25,13.15,0.0796,,
4136,27,12.3,0.0659,,
4137,27,13.6,0.083,,
4138,27,14.65,0.0721,,
4139,27,15.29,0.0765,,
4140,32,6.62,0.0777,,
4141,32,3.49,0.0892,,
4142,28,1.07,0.084,,
4143,29,0.4,0.0902,,
4144,33,0.52,0.0832,,
4145,29,0.65,0.0821,,
4146,29,0.83,0.1229,,
4147,31,1.0,0.1312,,
4148,28,1.19,0.1342,,
4149,28,1.38,0.1162,,
4150,25,1.53,0.1237,,
4151,25,1.72,0.1233,,
4152,26,1.78,0.1146,,
4153,24,2.05,0.1221,,
4154,24,2.25,0.0866,,
4155,23,2.62,0.0925,,
4156,21,2.9,0.0928,,
4157,21,3.03,0.0826,,
4158,20,3.27,0.0857,,
4159,21,3.83,0.1148,,
4160,23,3.97,0.1073,,
4161,23,4.57,0.1071,,
4162,23,5.09,0.1001,,
4163,22,5.88,0.0893,,
4164,22,7.0,0.0728,,
4165,22,7.55,0.0526,,
4166,22,8.39,0.0507,,66
4167,23,9.3,0.0539,,
4168,25,8.65,0.0725,,
4169,25,9.19,0.078,,
4170,25,9.74,0.0644,,
4171,23,10.67,0.0547,,
4172,24,11.69,0.0553,,
4173,24,12.79,0.0476,,
4174,23,11.18,0.0615,,
4175,23,11.07,0.052,,
4176,29,7.82,0.0765,,
4177,29,8.18,0.0817,,
4178,28,8.56,0.0745,,
4179,27,9.21,0.0781,,
4180,30,9.41,0.087,,
4181,29,9.85,0.0982,,
4182,30,10.55,0.1144,,
4183,32,11.03,0.1295,,
4184,34,10.43,0.1323,,
4185,34,5.17,0.0972,,
4186,34,2.74,0.0892,,
4187,31,0.88,0.0791,,
4188,31,0.38,0.0793,,
4189,31,0.5,0.0795,,
4190,29,0.62,0.0889,,
4191,29,0.85,0.1194,,
4192,31,1.0,0.138,,
4193,28,1.25,0.1291,,
4194,28,1.53,0.1261,,
4195,26,1.79,0.0737,,
4196,26,2.14,0.0937,,
4197,26,2.45,0.0758,,
4198,24,2.76,0.0779,,
4199,23,3.02,0.0884,,
4200,24,3.14,0.098,,
4201,23,3.64,0.0863,,
4202,22,4.1,0.0687,,
4203,22,4.46,0.0799,,
4204,23,5.21,0.0834,,
4205,22,5.76,0.0803,,
4206,21,6.54,0.0867,,
4207,20,7.21,0.0916,,
4208,23,7.05,0.1002,,
4209,23,7.94,0.0742,,
4210,23,8.68,0.0769,,
4211,24,9.75,0.0755,,
4212,28,8.44,0.0895,,
4213,27,9.11,0.0857,,
4214,27,9.84,0.0949,,
4215,28,10.32,0.0884,,
4216,31,9.78,0.1094,,
4217,31,10.5,0.1088,,
4218,29,9.69,0.1098,,
4219,31,8.9,0.1026,,
4220,32,9.53,0.1102,,
4221,32,9.92,0.099,,
4222,30,10.34,0.0874,,
4223,31,10.79,0.0919,,
4224,33,10.19,0.067,,
4225,33,10.93,0.0959,,
4226,32,11.41,0.0746,,
4227,32,12.2,0.0721,,
4228,32,12.75,0.0752,,
4229,32,13.35,0.0758,,
4230,32,7.64,0.0596,,
4231,33,4.31,0.0765,,
4232,31,1.98,0.0735,,
4233,31,1.17,0.0771,,
4234,31,1.44,0.0693,,
4235,28,1.23,0.0752,,
4236,28,1.48,0.1023,,
4237,28,1.75,0.0858,,
4238,24,2.02,0.0875,,
4239,25,2.36,0.0986,,
4240,25,2.4,0.0906,,
4241,23,2.65,0.1071,,
4242,22,3.0,0.104,,
4243,21,3.37,0.117,,
4244,20,3.87,0.1027,,
4245,19,4.32,0.1073,,
4246,17,4.66,0.1015,,
4247,18,5.28,0.0928,57,
4248,23,4.51,0.1078,,
4249,23,4.93,0.1199,,
4250,23,5.78,0.0944,,
4251,23,6.12,0.1174,,
4252,25,6.84,0.1187,,
4253,25,7.43,0.0834,,
4254,25,8.29,0.0829,,
4255,28,8.71,0.1058,,
4256,30,8.42,0.0924,,
4257,30,8.82,0.1003,,
4258,30,9.49,0.0821,,
4259,28,10.22,0.0719,,
4260,29,10.69,0.0454,,
4261,28,11.49,0.0694,,
4262,28,12.32,0.0575,,
4263,26,11.91,0.0753,,
4264,28,9.81,0.0694,,
4265,28,9.43,0.0699,,
4266,28,9.89,0.0726,,
4267,27,10.67,0.0643,,
4268,27,11.51,0.0702,,
4269,27,12.06,0.0697,,
4270,26,12.28,0.0722,,
4271,26,12.86,0.0799,,
4272,28,12.41,0.0919,,
4273,28,12.95,0.0851,,
4274,28,13.51,0.091,,
4275,28,7.38,0.0856,,
4276,29,3.95,0.0856,,
4277,25,1.86,0.0814,,
4278,25,0.76,0.0894,,
4279,26,0.86,0.0932,,
4280,26,0.78,0.0905,,
4281,26,0.95,0.1109,,
4282,25,1.1,0.1123,,
4283,23,1.25,0.1401,,
4284,27,1.22,0.1263,,
4285,24,1.35,0.1528,,
4286,23,1.53,0.1584,,
4287,22,1.71,0.1368,,
4288,26,1.73,0.114,,
4289,25,1.94,0.1205,,
4290,24,2.13,0.1123,,
4291,25,2.43,0.1215,,
4292,26,2.77,0.1248,,
4293,24,3.02,0.0971,,
4294,24,3.44,0.0749,,
4295,23,3.67,0.0899,,
4296,25,3.79,0.0623,,
4297,25,4.17,0.076,,
4298,24,4.71,0.0708,,
4299,23,5.05,0.0735,,
4300,23,5.28,0.0913,,
4301,23,6.14,0.0738,,
4302,22,6.58,0.1063,,
4303,23,7.47,0.0827,,
4304,24,7.53,0.0901,,24
4305,24,8.06,0.0925,,
4306,24,8.58,0.0916,,
4307,24,9.37,0.0792,,
4308,25,8.38,0.0719,,
4309,23,8.76,0.0886,,
4310,23,9.21,0.089,,
4311,24,10.32,0.0772,,
4312,24,9.63,0.0924,,
4313,24,10.14,0.0796,,
4314,24,11.0,0.0565,,
4315,24,11.56,0.0639,,
4316,25,12.48,0.0659,,
4317,25,13.5,0.0747,,
4318,25,14.16,0.0815,,
4319,26,14.81,0.072,,
4320,32,5.25,0.0736,,
4321,32,2.98,0.0861,,
4322,28,1.38,0.0796,,
4323,29,1.1,0.091,,
4324,31,1.02,0.0874,,
4325,27,1.2,0.0857,,
4326,27,1.38,0.1176,,
4327,30,1.55,0.1034,,
4328,28,1.57,0.1384,,
4329,28,1.73,0.1399,,
4330,24,1.84,0.1112,,
4331,24,2.02,0.1305,,
4332,25,2.22,0.113,,
4333,21,2.6,0.1141,,
4334,21,2.88,0.0991,,
4335,22,3.28,0.0909,,
4336,22,3.48,0.082,,
4337,22,3.9,0.0947,,
4338,22,4.39,0.0969,,
4339,21,4.92,0.0989,,
4340,21,5.5,0.0815,,
4341,21,6.94,0.0858,,
4342,21,7.48,0.0968,,
4343,22,8.89,0.0829,,
4344,24,8.31,0.0652,,
4345,24,8.84,0.082,,
4346,23,9.38,0.0674,,
4347,23,9.94,0.0526,,
4348,23,10.87,0.05,,
4349,23,11.87,0.0532,,
4350,23,12.97,0.0534,,
4351,24,13.66,0.0661,,
4352,26,13.0,0.0569,,
4353,25,12.66,0.0586,,
4354,24,12.69,0.0554,,
4355,24,13.71,0.0513,,
4356,29,11.71,0.0633,,
4357,27,11.32,0.0712,,
4358,28,11.26,0.0823,,
4359,28,11.76,0.0947,,
4360,32,10.84,0.1013,,
4361,31,11.3,0.1163,,
4362,31,11.77,0.1078,,
4363,33,12.55,0.1156,,
4364,34,13.05,0.1317,,
4365,34,6.02,0.1057,,
4366,34,3.36,0.0799,,
4367,31,1.24,0.0831,,
4368,33,0.38,0.0948,,
4369,33,0.51,0.0861,,
4370,29,0.65,0.0937,,
4371,29,0.82,0.0922,,
4372,29,0.98,0.133,,
4373,26,1.18,0.15,,
4374,26,1.41,0.1373,,
4375,25,1.66,0.1531,,
4376,26,1.81,0.1682,,
4377,25,2.1,0.1556,,
4378,22,2.4,0.1222,,
4379,22,2.76,0.1241,,
4380,23,3.13,0.1093,,
4381,20,3.52,0.1019,,
4382,19,3.93,0.0834,,
4383,20,4.46,0.0922,,
4384,21,4.69,0.0871,,
4385,21,5.33,0.089,,
4386,21,5.87,0.0842,,
4387,22,6.62,0.07,,
4388,22,7.46,0.0686,,
4389,21,8.39,0.0734,,
4390,21,9.16,0.0674,,
4391,20,10.69,0.0661,,
4392,26,8.84,0.0856,,
4393,26,9.56,0.0864,23,
4394,26,10.34,0.0713,,
4395,27,10.56,0.0891,,
4396,29,10.76,0.0993,,
4397,28,11.24,0.1039,,
4398,27,10.92,0.1145,,
4399,29,10.76,0.1158,,
4400,31,9.37,0.1153,,
4401,31,9.67,0.1171,,
4402,30,10.08,0.0625,,
4403,31,10.51,0.0641,,
4404,31,10.95,0.0659,,
4405,31,11.38,0.0698,,
4406,30,11.85,0.0781,,
4407,31,12.36,0.0818,,
4408,32,11.72,0.0813,,
4409,32,12.28,0.0882,,
4410,32,5.81,0.0908,,
4411,33,2.86,0.0662,,
4412,29,1.23,0.066,,
4413,29,0.8,0.0688,,
4414,29,0.9,0.0666,,
4415,27,0.87,0.0665,,
4416,30,1.0,0.0868,,
4417,27,1.24,0.087,,
4418,26,1.51,0.1297,,
4419,27,1.8,0.1357,,
4420,24,2.0,0.1223,,
4421,24,2.33,0.1449,,
4422,21,2.6,0.143,,
4423,21,2.88,0.1209,,
4424,23,3.07,0.0837,,
4425,20,3.42,0.1238,,
4426,20,3.92,0.1057,,
4427,20,4.5,0.0823,,
4428,22,4.07,0.0944,,
4429,22,4.48,0.1115,,
4430,22,5.03,0.1197,,
4431,23,5.63,0.1215,,
4432,27,5.4,0.1312,,
4433,27,6.03,0.1412,,
4434,26,6.89,0.1058,,
4435,28,7.27,0.0926,,
4436,28,7.86,0.0844,,
4437,28,8.76,0.0803,,
4438,28,9.52,0.0586,,
4439,29,10.0,0.062,,
